% Model,hex structure V4 - GeAsS.mph
% Version,COMSOL 6.3.0.290
% Date,"May 31 2026, 12:13"
% Table,Table 1 - Global Evaluation 1
% wl,hang (m),r (m),Effective mode index (1),real(ewfd.neff) (1),Aeff (m^2)
5.1000000000000005,2.0E-7,2.0E-6,2.498134831837381-0.1558338634955598i,2.498134831837381,7.064098058392561E-11
5.1000000000000005,2.0E-7,2.0E-6,2.498483396162797-0.15629265587540855i,2.498483396162797,6.993081856024783E-11
5.1000000000000005,2.0E-7,2.0E-6,2.5090617957999113-0.06927851034325319i,2.5090617957999113,7.415891344681693E-11
5.1000000000000005,2.0E-7,2.0E-6,2.5090618000828706-0.06927851030971705i,2.5090618000828706,7.415916981883534E-11
5.1000000000000005,2.0E-7,2.0E-6,2.5171096979016663-0.15179318664367458i,2.5171096979016663,7.027873334837959E-11
5.1000000000000005,2.0E-7,2.0E-6,2.5171097744771247-0.1517934534350251i,2.5171097744771247,7.027858219478592E-11
5.1000000000000005,2.0E-7,2.0E-6,2.526743987187756-0.0639015785550918i,2.526743987187756,7.31605045940138E-11
5.1000000000000005,2.0E-7,2.0E-6,2.5273589132444587-0.06429378303339911i,2.5273589132444587,7.202501232654349E-11
5.1000000000000005,2.0E-7,2.0E-6,2.5335730339548266-0.14811330390618815i,2.5335730339548266,7.026462388343225E-11
5.1000000000000005,2.0E-7,2.0E-6,2.533573111792847-0.1481135876926986i,2.533573111792847,7.026444999897566E-11
5.1000000000000005,2.0E-7,2.0E-6,2.543045368023517-0.059511586830135146i,2.543045368023517,7.217677657155916E-11
5.1000000000000005,2.0E-7,2.0E-6,2.54304537497688-0.05951159844358236i,2.54304537497688,7.217734780517923E-11
5.1000000000000005,2.0E-7,2.0E-6,2.547547891295646-0.14473330486825473i,2.547547891295646,7.07269944132085E-11
5.1000000000000005,2.0E-7,2.0E-6,2.5479356529772823-0.1452588995445615i,2.5479356529772823,6.965862363789616E-11
5.1000000000000005,2.0E-7,2.0E-6,2.557080506606264-0.05549602433619451i,2.557080506606264,7.21906969695106E-11
5.1000000000000005,2.0E-7,2.0E-6,2.5570805225823-0.05549604051368771i,2.5570805225823,7.219127567416527E-11
5.1000000000000005,2.0E-7,2.0E-6,2.5596607626809944-0.14240479714544185i,2.5596607626809944,7.038950378502755E-11
5.1000000000000005,2.0E-7,2.0E-6,2.559660883017221-0.14240513791603268i,2.559660883017221,7.038944387714201E-11
5.1000000000000005,2.0E-7,2.0E-6,2.5689114661223864-0.0518188893989581i,2.5689114661223864,7.297782655807928E-11
5.1000000000000005,2.0E-7,2.0E-6,2.5693693623701455-0.14030822103020835i,2.5693693623701455,7.058765752309153E-11
5.1000000000000005,2.0E-7,2.0E-6,2.569369503747368-0.1403086238166141i,2.569369503747368,7.05875747036328E-11
5.1000000000000005,2.0E-7,2.0E-6,2.569464159312394-0.052287995806455094i,2.569464159312394,7.178932580954542E-11
5.1000000000000005,2.0E-7,2.0E-6,2.5766803363837467-0.13842653028696403i,2.5766803363837467,7.165893768124512E-11
5.1000000000000005,2.0E-7,2.0E-6,2.577087892370941-0.13899020463019263i,2.577087892370941,6.953127153032371E-11
5.1000000000000005,2.0E-7,2.0E-6,2.579393470531388-0.04916154205671717i,2.579393470531388,7.451921847923489E-11
5.1000000000000005,2.0E-7,2.0E-6,2.5793934738852444-0.049161549673447276i,2.5793934738852444,7.451999438211376E-11
5.1000000000000005,2.0E-7,2.0E-6,2.582234452016106-0.13757771199629787i,2.582234452016106,7.16372713182559E-11
5.1000000000000005,2.0E-7,2.0E-6,2.582234517811993-0.13757790143832363i,2.582234517811993,7.163728396444608E-11
5.1000000000000005,2.0E-7,2.0E-6,2.5854433251284035-0.1368947694943276i,2.5854433251284035,6.006637284241669E-11
5.1000000000000005,2.0E-7,2.0E-6,2.5854433789032596-0.1368949413378071i,2.5854433789032596,6.0064856230384E-11
5.1000000000000005,2.0E-7,2.0E-6,2.586511615357359-0.13666837617541436i,2.586511615357359,3.3514868609852535E-12
5.1000000000000005,2.0E-7,2.0E-6,2.5877194027223913-0.04679859537816661i,2.5877194027223913,7.218607591430667E-11
5.1000000000000005,2.0E-7,2.0E-6,2.587719406573673-0.046798606487960207i,2.587719406573673,7.218672382664664E-11
5.1000000000000005,2.0E-7,2.0E-6,2.5939197541053107-0.04473601350164504i,2.5939197541053107,7.29968563538478E-11
5.1000000000000005,2.0E-7,2.0E-6,2.594430768733904-0.04523617643109066i,2.594430768733904,7.1661126721663E-11
5.1000000000000005,2.0E-7,2.0E-6,2.598777365121654-0.04369976874726956i,2.598777365121654,7.166994502212995E-11
5.1000000000000005,2.0E-7,2.0E-6,2.5987773706420265-0.043699774065621644i,2.5987773706420265,7.166996313385511E-11
5.1000000000000005,2.0E-7,2.0E-6,2.6015382874962234-0.042918432847187986i,2.6015382874962234,7.154505357785913E-11
5.1000000000000005,2.0E-7,2.0E-6,2.601538296527993-0.04291844218752771i,2.601538296527993,7.154520537091401E-11
5.1000000000000005,2.0E-7,2.0E-6,2.602457867643051-0.042659043226625885i,2.602457867643051,1.0727821312919977E-10
5.2,5.0E-8,2.0E-6,2.4047915058590266-3.375327842585936E-16i,2.4047915058590266,8.50801463263763E-12
5.2,5.0E-8,2.0E-6,2.4047918238755144,2.4047918238755144,8.508077236311702E-12
5.2,5.0E-8,2.0E-6,2.4373046894186143-0.09125829385316978i,2.4373046894186143,7.302554800439652E-11
5.2,5.0E-8,2.0E-6,2.4373058612661094-0.09125795563521269i,2.4373058612661094,7.302609087653E-11
5.2,5.0E-8,2.0E-6,2.46233992139875-0.08374454717272149i,2.46233992139875,7.312124618636433E-11
5.2,5.0E-8,2.0E-6,2.4624902758970526-0.08380709726992162i,2.4624902758970526,7.282718285410955E-11
5.2,5.0E-8,2.0E-6,2.473021675973209-0.16250016403150566i,2.473021675973209,7.24022974990276E-11
5.2,5.0E-8,2.0E-6,2.4730218087797238-0.16250009582862687i,2.4730218087797238,7.238624799116133E-11
5.2,5.0E-8,2.0E-6,2.4852797544779692-0.07700300402783428i,2.4852797544779692,7.280614696707104E-11
5.2,5.0E-8,2.0E-6,2.4852802058817325-0.07700287840213428i,2.4852802058817325,7.280643189469187E-11
5.2,5.0E-8,2.0E-6,2.49499578797772-0.15729374536008792i,2.49499578797772,7.018517609022612E-11
5.2,5.0E-8,2.0E-6,2.4950230024460645-0.1573389087892788i,2.4950230024460645,7.006804435291391E-11
5.2,5.0E-8,2.0E-6,2.505970629762003-0.07090497656631492i,2.505970629762003,7.269055683300703E-11
5.2,5.0E-8,2.0E-6,2.5059708956982756-0.07090490524195915i,2.5059708956982756,7.269065575532299E-11
5.2,5.0E-8,2.0E-6,2.514508576509694-0.1528126624633308i,2.514508576509694,7.543865775574552E-11
5.2,5.0E-8,2.0E-6,2.5145085844307893-0.15281275436838754i,2.5145085844307893,7.5438543569289E-11
5.2,5.0E-8,2.0E-6,2.524476455250263-0.06541027615333651i,2.524476455250263,7.279785787554547E-11
5.2,5.0E-8,2.0E-6,2.5246179997657374-0.06550026328412434i,2.5246179997657374,7.251228154442856E-11
5.2,5.0E-8,2.0E-6,2.5315769309562826-0.14894014252848353i,2.5315769309562826,7.220394164610088E-11
5.2,5.0E-8,2.0E-6,2.5315769837956683-0.14894019822160084i,2.5315769837956683,7.220401354436215E-11
5.2,5.0E-8,2.0E-6,2.54105876712285-0.06063170112632923i,2.54105876712285,7.260705919007314E-11
5.2,5.0E-8,2.0E-6,2.541058837088435-0.06063168163869863i,2.541058837088435,7.260695952967999E-11
5.2,5.0E-8,2.0E-6,2.5462452029055416-0.14562703805612073i,2.5462452029055416,6.993517659688213E-11
5.2,5.0E-8,2.0E-6,2.546286107847232-0.14568863421324854i,2.546286107847232,6.979435985052532E-11
5.2,5.0E-8,2.0E-6,2.5555461548013323-0.05641569383144712i,2.5555461548013323,7.250995173155292E-11
5.2,5.0E-8,2.0E-6,2.555546180628056-0.05641568649051655i,2.555546180628056,7.251004906396046E-11
5.2,5.0E-8,2.0E-6,2.5586192408097737-0.14293202090682672i,2.5586192408097737,6.986263700049011E-11
5.2,5.0E-8,2.0E-6,2.558619283736615-0.14293209125491577i,2.558619283736615,6.986269078732397E-11
5.2,5.0E-8,2.0E-6,2.5679785240632205-0.05273848148088724i,2.5679785240632205,7.250463810639577E-11
5.2,5.0E-8,2.0E-6,2.5681066293822092-0.052847136662827046i,2.5681066293822092,7.219485890703032E-11
5.2,5.0E-8,2.0E-6,2.568675526491307-0.14073569765460853i,2.568675526491307,6.979910379666227E-11
5.2,5.0E-8,2.0E-6,2.568675599892212-0.14073589474216436i,2.568675599892212,6.979909842037327E-11
5.2,5.0E-8,2.0E-6,2.5764401922218947-0.13900779079112432i,2.5764401922218947,6.983639394594488E-11
5.2,5.0E-8,2.0E-6,2.5764900774852904-0.13908893193601773i,2.5764900774852904,6.962916110507207E-11
5.2,5.0E-8,2.0E-6,2.57857502188717-0.04974948750734775i,2.57857502188717,7.248840209119525E-11
5.2,5.0E-8,2.0E-6,2.578575023045324-0.04974948964483323i,2.578575023045324,7.24882744738858E-11
5.2,5.0E-8,2.0E-6,2.5820120408050755-0.1378538093801829i,2.5820120408050755,6.987924366324756E-11
5.2,5.0E-8,2.0E-6,2.5820120717976005-0.13785392447990114i,2.5820120717976005,6.98792060901458E-11
5.2,5.0E-8,2.0E-6,2.5853335109718314-0.13714123229793115i,2.5853335109718314,7.030451395193756E-11
5.2,5.0E-8,2.0E-6,2.585333533199481-0.13714131087413847i,2.585333533199481,7.030461306903802E-11
5.2,5.0E-8,2.0E-6,2.586439538325497-0.13690444795830484i,2.586439538325497,1.5884427476469751E-12
5.2,5.0E-8,2.0E-6,2.5871651388501644-0.04727412647147394i,2.5871651388501644,7.25512431184997E-11
5.2,5.0E-8,2.0E-6,2.587165142338387-0.047274130899928976i,2.587165142338387,7.255157286517144E-11
5.2,5.0E-8,2.0E-6,2.5937705661249-0.04530033631612668i,2.5937705661249,7.234726880019244E-11
5.2,5.0E-8,2.0E-6,2.5938882795793403-0.04541811970261698i,2.5938882795793403,7.196288073827588E-11
5.2,5.0E-8,2.0E-6,2.598580783181919-0.0439967562336678i,2.598580783181919,7.193290776802685E-11
5.2,5.0E-8,2.0E-6,2.5985807881295173-0.04399676239156746i,2.5985807881295173,7.193325535325078E-11
5.2,5.0E-8,2.0E-6,2.601428299801943-0.04318074318862605i,2.601428299801943,7.18977723725341E-11
5.2,5.0E-8,2.0E-6,2.6014283025070837-0.04318074651207386i,2.6014283025070837,7.18980229590661E-11
5.2,5.0E-8,2.0E-6,2.6023768870284205-0.04290912291355324i,2.6023768870284205,1.0783124380051631E-10
5.2,1.0E-7,2.0E-6,2.4064976651545305,2.4064976651545305,8.499154212000994E-12
5.2,1.0E-7,2.0E-6,2.4065008121131592,2.4065008121131592,8.499247033075296E-12
5.2,1.0E-7,2.0E-6,2.437219477199246-0.09121661163362486i,2.437219477199246,7.30417258953925E-11
5.2,1.0E-7,2.0E-6,2.437219598996288-0.09121657350199189i,2.437219598996288,7.304176773764238E-11
5.2,1.0E-7,2.0E-6,2.4621774120855706-0.0836701003960504i,2.4621774120855706,7.330600637655845E-11
5.2,1.0E-7,2.0E-6,2.462489096144321-0.08379209761146039i,2.462489096144321,7.274717566202392E-11
5.2,1.0E-7,2.0E-6,2.4729602618265214-0.16243987914381486i,2.4729602618265214,7.387929562358695E-11
5.2,1.0E-7,2.0E-6,2.472960349967752-0.16243991144784733i,2.472960349967752,7.387000693508183E-11
5.2,1.0E-7,2.0E-6,2.4852017377611935-0.07695532878549624i,2.4852017377611935,7.282856655017425E-11
5.2,1.0E-7,2.0E-6,2.485201811506674-0.07695530262615136i,2.485201811506674,7.282860872773382E-11
5.2,1.0E-7,2.0E-6,2.4949055347114513-0.1571882932698848i,2.4949055347114513,7.030399841188302E-11
5.2,1.0E-7,2.0E-6,2.4949993236006702-0.15732413647700996i,2.4949993236006702,7.004637171939891E-11
5.2,1.0E-7,2.0E-6,2.5058955528775972-0.07085402689852734i,2.5058955528775972,7.273359167679839E-11
5.2,1.0E-7,2.0E-6,2.5058956237408876-0.0708540061510266i,2.5058956237408876,7.273385765162975E-11
5.2,1.0E-7,2.0E-6,2.5144553830406733-0.15275280049875253i,2.5144553830406733,7.010438991540594E-11
5.2,1.0E-7,2.0E-6,2.514455396306122-0.15275288132663498i,2.514455396306122,7.010432145500697E-11
5.2,1.0E-7,2.0E-6,2.5243309016802122-0.0653123596788338i,2.5243309016802122,7.299966438872546E-11
5.2,1.0E-7,2.0E-6,2.5246192945791948-0.0654923635716196i,2.5246192945791948,7.244854292749679E-11
5.2,1.0E-7,2.0E-6,2.5315270550603315-0.14888029435671687i,2.5315270550603315,7.053314231037071E-11
5.2,1.0E-7,2.0E-6,2.53152709386298-0.14888039494711788i,2.53152709386298,7.053310302896873E-11
5.2,1.0E-7,2.0E-6,2.540989504669283-0.06057706744006339i,2.540989504669283,7.301439331654302E-11
5.2,1.0E-7,2.0E-6,2.54098950952432-0.06057706157695555i,2.54098950952432,7.301413925749515E-11
5.2,1.0E-7,2.0E-6,2.546159121568669-0.14551479707728185i,2.546159121568669,7.011394667596148E-11
5.2,1.0E-7,2.0E-6,2.546277364479905-0.14568222881135098i,2.546277364479905,6.976623824622229E-11
5.2,1.0E-7,2.0E-6,2.5554793242575555-0.05635845655008324i,2.5554793242575555,7.295169230933669E-11
5.2,1.0E-7,2.0E-6,2.555479340415363-0.05635846045847314i,2.555479340415363,7.295197365767565E-11
5.2,1.0E-7,2.0E-6,2.5585738092952686-0.14287305598806946i,2.5585738092952686,6.993645662062216E-11
5.2,1.0E-7,2.0E-6,2.558573899859609-0.1428733095922261i,2.558573899859609,6.993639882716472E-11
5.2,1.0E-7,2.0E-6,2.56784786807691-0.052625578977210576i,2.56784786807691,7.273989656988261E-11
5.2,1.0E-7,2.0E-6,2.568107787302326-0.052843961700516556i,2.568107787302326,7.215308067028205E-11
5.2,1.0E-7,2.0E-6,2.568632093510389-0.1406766212741467i,2.568632093510389,6.99620761336649E-11
5.2,1.0E-7,2.0E-6,2.5686321457412227-0.14067677155074462i,2.5686321457412227,6.996207051363496E-11
5.2,1.0E-7,2.0E-6,2.5763569033804092-0.13889306409745014i,2.5763569033804092,7.02900796270289E-11
5.2,1.0E-7,2.0E-6,2.5764880887548607-0.13908723122239924i,2.5764880887548607,6.960932355733586E-11
5.2,1.0E-7,2.0E-6,2.5785121056767357-0.04969083297499067i,2.5785121056767357,8.820007850485609E-11
5.2,1.0E-7,2.0E-6,2.578512108042468-0.049690827682697634i,2.578512108042468,8.819948595068108E-11
5.2,1.0E-7,2.0E-6,2.581969809842465-0.1377964745073008i,2.581969809842465,7.036477668712436E-11
5.2,1.0E-7,2.0E-6,2.581969841267667-0.13779655819492706i,2.581969841267667,7.036487096019134E-11
5.2,1.0E-7,2.0E-6,2.5852919941254426-0.13708361459810617i,2.5852919941254426,7.072784906212748E-11
5.2,1.0E-7,2.0E-6,2.5852920423695944-0.1370837653647735i,2.5852920423695944,7.072829795132055E-11
5.2,1.0E-7,2.0E-6,2.586398244686271-0.13684683700930783i,2.586398244686271,2.1070798651230934E-12
5.2,1.0E-7,2.0E-6,2.5871040405219956-0.04721320362202859i,2.5871040405219956,7.205011230312089E-11
5.2,1.0E-7,2.0E-6,2.587104044329194-0.04721320003183129i,2.587104044329194,7.204990260910624E-11
5.2,1.0E-7,2.0E-6,2.593649513077059-0.04518099221721461i,2.593649513077059,7.264202934439038E-11
5.2,1.0E-7,2.0E-6,2.593888636455561-0.04541739418328995i,2.593888636455561,7.194747115357234E-11
5.2,1.0E-7,2.0E-6,2.598520834373004-0.0439379362944343i,2.598520834373004,7.189500166145888E-11
5.2,1.0E-7,2.0E-6,2.5985208352961866-0.043937937502252965i,2.5985208352961866,7.189481365514464E-11
5.2,1.0E-7,2.0E-6,2.601369089583646-0.04312080488629331i,2.601369089583646,7.186523996224565E-11
5.2,1.0E-7,2.0E-6,2.6013690948026853-0.04312081131560978i,2.6013690948026853,7.186549953787024E-11
5.2,1.0E-7,2.0E-6,2.6023178944724066-0.04284893238205107i,2.6023178944724066,1.0778424985440321E-10
5.2,1.5E-7,2.0E-6,2.408501427546419,2.408501427546419,8.505818735805955E-12
5.2,1.5E-7,2.0E-6,2.408502221554245,2.408502221554245,8.50562550084018E-12
5.2,1.5E-7,2.0E-6,2.4371201017251893-0.09116748962332348i,2.4371201017251893,7.306079509879198E-11
5.2,1.5E-7,2.0E-6,2.4371213203301654-0.0911671384029721i,2.4371213203301654,7.306138777687333E-11
5.2,1.5E-7,2.0E-6,2.4619983245131833-0.08358586575794578i,2.4619983245131833,7.349528197459124E-11
5.2,1.5E-7,2.0E-6,2.4624833712573007-0.08377206404342911i,2.4624833712573007,7.264903339547201E-11
5.2,1.5E-7,2.0E-6,2.4728788575110263-0.16235991099363878i,2.4728788575110263,8.027998045500002E-11
5.2,1.5E-7,2.0E-6,2.472878977588816-0.16235989183571953i,2.472878977588816,8.034838840609518E-11
5.2,1.5E-7,2.0E-6,2.485114712805229-0.07690073530338318i,2.485114712805229,7.281391835007576E-11
5.2,1.5E-7,2.0E-6,2.4851151673720246-0.07690060675306351i,2.4851151673720246,7.281417120418252E-11
5.2,1.5E-7,2.0E-6,2.4947773428906372-0.15704102889623256i,2.4947773428906372,7.048450742502498E-11
5.2,1.5E-7,2.0E-6,2.4949749093584197-0.15731086974114009i,2.4949749093584197,7.003233841165546E-11
5.2,1.5E-7,2.0E-6,2.5058127875529004-0.07079594411582014i,2.5058127875529004,7.270686183772257E-11
5.2,1.5E-7,2.0E-6,2.505813064444922-0.07079587600261185i,2.505813064444922,7.270735158148828E-11
5.2,1.5E-7,2.0E-6,2.514383363309128-0.15267253264861325i,2.514383363309128,7.025159782404173E-11
5.2,1.5E-7,2.0E-6,2.5143833939615994-0.15267243373678732i,2.5143833939615994,7.025178945231616E-11
5.2,1.5E-7,2.0E-6,2.524172932223113-0.06520460267234647i,2.524172932223113,7.320553026508204E-11
5.2,1.5E-7,2.0E-6,2.524620066885591-0.06548129994826773i,2.524620066885591,7.236688988881317E-11
5.2,1.5E-7,2.0E-6,2.5314591170756904-0.14879898100916042i,2.5314591170756904,7.101596896554933E-11
5.2,1.5E-7,2.0E-6,2.5314591733920926-0.14879921484043585i,2.5314591733920926,7.101582178884449E-11
5.2,1.5E-7,2.0E-6,2.5409144971913253-0.06051656721284042i,2.5409144971913253,7.256935171025236E-11
5.2,1.5E-7,2.0E-6,2.5409145695279616-0.06051654398264797i,2.5409145695279616,7.256908251228623E-11
5.2,1.5E-7,2.0E-6,2.5460369276037587-0.14535802059898614i,2.5460369276037587,7.039888383939336E-11
5.2,1.5E-7,2.0E-6,2.5462689264646006-0.14567774913220272i,2.5462689264646006,6.974560818814879E-11
5.2,1.5E-7,2.0E-6,2.5554073014189345-0.05629494754690177i,2.5554073014189345,7.901676856886848E-11
5.2,1.5E-7,2.0E-6,2.555407319146849-0.056294931074519564i,2.555407319146849,7.9016233069961E-11
5.2,1.5E-7,2.0E-6,2.5585105840535234-0.14279286835136024i,2.5585105840535234,7.015528969641739E-11
5.2,1.5E-7,2.0E-6,2.55851075237582-0.1427933478319391i,2.55851075237582,7.015519577519481E-11
5.2,1.5E-7,2.0E-6,2.567707448637221-0.052503084832098736i,2.567707448637221,7.298104128140818E-11
5.2,1.5E-7,2.0E-6,2.568108909145049-0.05283941413436295i,2.568108909145049,7.209789202958847E-11
5.2,1.5E-7,2.0E-6,2.5685716511209087-0.14059500460570792i,2.5685716511209087,7.023319246363091E-11
5.2,1.5E-7,2.0E-6,2.568571791104348-0.14059542172462142i,2.568571791104348,7.023314094994192E-11
5.2,1.5E-7,2.0E-6,2.576238332286487-0.13873443606863894i,2.576238332286487,7.096425542872646E-11
5.2,1.5E-7,2.0E-6,2.576486424807963-0.1390869074151413i,2.576486424807963,6.959634420278575E-11
5.2,1.5E-7,2.0E-6,2.5784445096010047-0.04962737713480019i,2.5784445096010047,7.219857355947603E-11
5.2,1.5E-7,2.0E-6,2.578444525469631-0.04962739404549712i,2.578444525469631,7.219973295369928E-11
5.2,1.5E-7,2.0E-6,2.581909437709853-0.13771896124994906i,2.581909437709853,7.107882193527585E-11
5.2,1.5E-7,2.0E-6,2.581909549461912-0.137719323472402i,2.581909549461912,7.10787529170089E-11
5.2,1.5E-7,2.0E-6,2.585232840067981-0.137005299406426i,2.585232840067981,6.811578957625186E-11
5.2,1.5E-7,2.0E-6,2.585232892933415-0.13700547442174918i,2.585232892933415,6.811519559653361E-11
5.2,1.5E-7,2.0E-6,2.586339402150573-0.1367683633092356i,2.586339402150573,2.711230292323372E-12
5.2,1.5E-7,2.0E-6,2.587038650807718-0.04714656309160998i,2.587038650807718,7.202980178807047E-11
5.2,1.5E-7,2.0E-6,2.587038665409035-0.04714658201894021i,2.587038665409035,7.203072777498602E-11
5.2,1.5E-7,2.0E-6,2.593519428413372-0.04505350884205569i,2.593519428413372,7.293536081022082E-11
5.2,1.5E-7,2.0E-6,2.5938889979550397-0.04541630692757917i,2.5938889979550397,7.192746903524842E-11
5.2,1.5E-7,2.0E-6,2.598456083888201-0.04387635375272357i,2.598456083888201,7.18976754298159E-11
5.2,1.5E-7,2.0E-6,2.598456097699326-0.04387637091268912i,2.598456097699326,7.189858973877234E-11
5.2,1.5E-7,2.0E-6,2.601305295539448-0.043057494142809676i,2.601305295539448,7.183176354989446E-11
5.2,1.5E-7,2.0E-6,2.601305304436864-0.04305750417976158i,2.601305304436864,7.183211852176537E-11
5.2,1.5E-7,2.0E-6,2.602254364630963-0.04278525902754448i,2.602254364630963,1.077223895263325E-10
5.2,2.0E-7,2.0E-6,2.4108140155810713+5.46646991855491E-16i,2.4108140155810713,8.526148539006616E-12
5.2,2.0E-7,2.0E-6,2.410819491516934+2.939075137389307E-16i,2.410819491516934,8.525692098659872E-12
5.2,2.0E-7,2.0E-6,2.437013729840909-0.09110732270663512i,2.437013729840909,7.308514158186519E-11
5.2,2.0E-7,2.0E-6,2.4370138417890312-0.09110728978729642i,2.4370138417890312,7.308521959460406E-11
5.2,2.0E-7,2.0E-6,2.4618037608804957-0.08348902499419511i,2.4618037608804957,7.368931018276161E-11
5.2,2.0E-7,2.0E-6,2.4624779424952252-0.08374546802664279i,2.4624779424952252,7.253416020698843E-11
5.2,2.0E-7,2.0E-6,2.472775577271405-0.1622535886473001i,2.472775577271405,7.227574695268736E-11
5.2,2.0E-7,2.0E-6,2.472775590248422-0.16225364093270253i,2.472775590248422,7.230413429088259E-11
5.2,2.0E-7,2.0E-6,2.4850210815273854-0.0768373721761905i,2.4850210815273854,7.375530671059588E-11
5.2,2.0E-7,2.0E-6,2.4850211118112044-0.07683736626634403i,2.4850211118112044,7.375519206675693E-11
5.2,2.0E-7,2.0E-6,2.494608919719943-0.15684654393252762i,2.494608919719943,7.072702408821654E-11
5.2,2.0E-7,2.0E-6,2.494947888701377-0.15729326400026783i,2.494947888701377,7.002414146933968E-11
5.2,2.0E-7,2.0E-6,2.5057234332098344-0.0707291738460699i,2.5057234332098344,7.492842854604727E-11
5.2,2.0E-7,2.0E-6,2.505723437263648-0.07072917361075151i,2.505723437263648,7.492866979676185E-11
5.2,2.0E-7,2.0E-6,2.514290493506851-0.15256664302611478i,2.514290493506851,7.035600389013073E-11
5.2,2.0E-7,2.0E-6,2.5142905634618415-0.1525668890837479i,2.5142905634618415,7.035585610325797E-11
5.2,2.0E-7,2.0E-6,2.524002533091893-0.06508474733398352i,2.524002533091893,7.341826394256961E-11
5.2,2.0E-7,2.0E-6,2.5246204753233106-0.06546696573621626i,2.5246204753233106,7.226970680543885E-11
5.2,2.0E-7,2.0E-6,2.531371527521698-0.14869144052136993i,2.531371527521698,7.033274357423822E-11
5.2,2.0E-7,2.0E-6,2.5313715994144435-0.148691704085138i,2.5313715994144435,7.033257396948916E-11
5.2,2.0E-7,2.0E-6,2.5408336042792214-0.06044914703266602i,2.5408336042792214,7.245423460817085E-11
5.2,2.0E-7,2.0E-6,2.5408336101776-0.060449157799292434i,2.5408336101776,7.245479156219948E-11
5.2,2.0E-7,2.0E-6,2.545877414524959-0.14515392323987011i,2.545877414524959,7.07840170659763E-11
5.2,2.0E-7,2.0E-6,2.5462588030422233-0.1456698098971777i,2.5462588030422233,6.972893457298111E-11
5.2,2.0E-7,2.0E-6,2.555329625689648-0.056223992006533045i,2.555329625689648,7.247249731953877E-11
5.2,2.0E-7,2.0E-6,2.5553296406529036-0.056224007095824195i,2.5553296406529036,7.247307134622678E-11
5.2,2.0E-7,2.0E-6,2.5584280750420683-0.1426882272678648i,2.5584280750420683,7.043776852638307E-11
5.2,2.0E-7,2.0E-6,2.558428187422709-0.14268854419553895i,2.558428187422709,7.043770555267363E-11
5.2,2.0E-7,2.0E-6,2.567555909432896-0.052368974363668545i,2.567555909432896,7.323130012523725E-11
5.2,2.0E-7,2.0E-6,2.568110143745285-0.05283355429441991i,2.568110143745285,7.203287196864815E-11
5.2,2.0E-7,2.0E-6,2.568493288271391-0.14048715284034138i,2.568493288271391,7.062422369549885E-11
5.2,2.0E-7,2.0E-6,2.5684934206142076-0.14048753022787316i,2.5684934206142076,7.062413570620391E-11
5.2,2.0E-7,2.0E-6,2.5760826270672643-0.13852949294142686i,2.5760826270672643,7.172817441212076E-11
5.2,2.0E-7,2.0E-6,2.576484122802422-0.13908486321337882i,2.576484122802422,6.95865790160874E-11
5.2,2.0E-7,2.0E-6,2.5783715789846577-0.04955828643359206i,2.5783715789846577,7.616696661988013E-11
5.2,2.0E-7,2.0E-6,2.578371581320882-0.04955829306161703i,2.578371581320882,7.616775765837481E-11
5.2,2.0E-7,2.0E-6,2.581829162140724-0.13762015083319235i,2.581829162140724,7.171221194758809E-11
5.2,2.0E-7,2.0E-6,2.58182922407345-0.1376203300995947i,2.58182922407345,7.171220354945023E-11
5.2,2.0E-7,2.0E-6,2.585154483276905-0.13690433269425412i,2.585154483276905,6.139113073918139E-11
5.2,2.0E-7,2.0E-6,2.5851545333607326-0.13690449288350018i,2.5851545333607326,6.138969277317668E-11
5.2,2.0E-7,2.0E-6,2.5862615186774227-0.1366670043931838i,2.5862615186774227,3.3997538520387313E-12
5.2,2.0E-7,2.0E-6,2.5869683398606766-0.04707310074947061i,2.5869683398606766,7.261062470105442E-11
5.2,2.0E-7,2.0E-6,2.586968342655996-0.047073110985614425i,2.586968342655996,7.261126805499955E-11
5.2,2.0E-7,2.0E-6,2.5933787952668443-0.04491612850683186i,2.5933787952668443,7.323343268576008E-11
5.2,2.0E-7,2.0E-6,2.5938894359652815-0.045414949389180295i,2.5938894359652815,7.190122940947125E-11
5.2,2.0E-7,2.0E-6,2.5983857552996583-0.04381152411051941i,2.5983857552996583,7.192465333762151E-11
5.2,2.0E-7,2.0E-6,2.5983857604715253-0.043811529109111895i,2.5983857604715253,7.192467808990871E-11
5.2,2.0E-7,2.0E-6,2.6012361599996634-0.04299013749155282i,2.6012361599996634,7.178980831099125E-11
5.2,2.0E-7,2.0E-6,2.6012361685170924-0.042990146218054914i,2.6012361685170924,7.178997146151919E-11
5.2,2.0E-7,2.0E-6,2.6021855446255038-0.042717393998342276i,2.6021855446255038,1.0764514404102785E-10
5.3,5.0E-8,2.0E-6,2.3971236838866923+4.1373421615279626E-16i,2.3971236838866923,8.568746789932943E-12
5.3,5.0E-8,2.0E-6,2.3971240108837737+3.4226128055094704E-16i,2.3971240108837737,8.568809429179578E-12
5.3,5.0E-8,2.0E-6,2.4316626624173017-0.09380116679403196i,2.4316626624173017,7.326671117402796E-11
5.3,5.0E-8,2.0E-6,2.4316638742224126-0.09380080773815289i,2.4316638742224126,7.326725324245303E-11
