% Model,hex structure V4 - GeAsS.mph
% Version,COMSOL 6.3.0.290
% Date,"May 31 2026, 12:13"
% Table,Table 1 - Global Evaluation 1
% wl,hang (m),r (m),Effective mode index (1),real(ewfd.neff) (1),Aeff (m^2)
6.9,1.5E-7,2.0E-6,2.38948436570846-0.19265524278656407i,2.38948436570846,7.255344499790037E-11
6.9,1.5E-7,2.0E-6,2.38948461020213-0.19265517907557592i,2.38948461020213,7.255384885828381E-11
6.9,1.5E-7,2.0E-6,2.413479350153983-0.11372522737441665i,2.413479350153983,7.675868075754482E-11
6.9,1.5E-7,2.0E-6,2.4134800801103697-0.11372492644489753i,2.4134800801103697,7.67588833959312E-11
6.9,1.5E-7,2.0E-6,2.4272695368668407-0.18047477655862354i,2.4272695368668407,7.244537208849917E-11
6.9,1.5E-7,2.0E-6,2.4273187592610714-0.1806550764222052i,2.4273187592610714,7.202484475178574E-11
6.9,1.5E-7,2.0E-6,2.446689416172026-0.10111018858204684i,2.446689416172026,7.670539271211173E-11
6.9,1.5E-7,2.0E-6,2.446689851741599-0.1011100135345645i,2.446689851741599,7.670575904798621E-11
6.9,1.5E-7,2.0E-6,2.4607168363074594-0.17035144083091608i,2.4607168363074594,7.202850423800368E-11
6.9,1.5E-7,2.0E-6,2.4607168969521576-0.17035139295639473i,2.4607168969521576,7.202867674509332E-11
6.9,1.5E-7,2.0E-6,2.4760064375652995-0.08987265130938196i,2.4760064375652995,7.735956857195078E-11
6.9,1.5E-7,2.0E-6,2.4764666296666884-0.09000486079990361i,2.4764666296666884,7.624193966193177E-11
6.9,1.5E-7,2.0E-6,2.489864822518372-0.16181023043986162i,2.489864822518372,8.362092725826292E-11
6.9,1.5E-7,2.0E-6,2.4898648228101212-0.16181017654317986i,2.4898648228101212,8.362101464188445E-11
6.9,1.5E-7,2.0E-6,2.502305979735551-0.0800860102265351i,2.502305979735551,7.659326341082259E-11
6.9,1.5E-7,2.0E-6,2.5023061003870657-0.08008596160309742i,2.5023061003870657,7.659313742651951E-11
6.9,1.5E-7,2.0E-6,2.514761601860015-0.15463917897416493i,2.514761601860015,7.182474387293427E-11
6.9,1.5E-7,2.0E-6,2.5149300655252516-0.15487586705917233i,2.5149300655252516,7.121193694460714E-11
6.9,1.5E-7,2.0E-6,2.525055230410177-0.0714734353447601i,2.525055230410177,7.676388669538652E-11
6.9,1.5E-7,2.0E-6,2.5250552752127344-0.07147341155804357i,2.5250552752127344,7.676362107769775E-11
6.9,1.5E-7,2.0E-6,2.5357665415119226-0.1490340369743666i,2.5357665415119226,7.141509269988816E-11
6.9,1.5E-7,2.0E-6,2.535766612257013-0.14903419015060376i,2.535766612257013,7.141503616321516E-11
6.9,1.5E-7,2.0E-6,2.544394838533107-0.06392618712076727i,2.544394838533107,7.72134593794532E-11
6.9,1.5E-7,2.0E-6,2.5448226332285877-0.06419743295454268i,2.5448226332285877,7.617001295797688E-11
6.9,1.5E-7,2.0E-6,2.5527283943586454-0.144509309752758i,2.5527283943586454,7.130896443443857E-11
6.9,1.5E-7,2.0E-6,2.552728447759109-0.1445094402039096i,2.552728447759109,7.130892105130103E-11
6.9,1.5E-7,2.0E-6,2.561054973646793-0.057823892277944856i,2.561054973646793,8.037830189207672E-11
6.9,1.5E-7,2.0E-6,2.5610549777477396-0.0578238960778244i,2.5610549777477396,8.037906404375106E-11
6.9,1.5E-7,2.0E-6,2.565717493638894-0.1409428272458222i,2.565717493638894,7.184672489773308E-11
6.9,1.5E-7,2.0E-6,2.5659216945384555-0.14122884525896603i,2.5659216945384555,7.064841933396816E-11
6.9,1.5E-7,2.0E-6,2.57445412297579-0.05274059857491918i,2.57445412297579,7.648305175651316E-11
6.9,1.5E-7,2.0E-6,2.574454125142629-0.0527406049064373i,2.574454125142629,7.648370204737228E-11
6.9,1.5E-7,2.0E-6,2.575115293124379-0.13868889955461294i,2.575115293124379,7.172959241949464E-11
6.9,1.5E-7,2.0E-6,2.5751153282499963-0.13868901876723652i,2.5751153282499963,7.172950518412318E-11
6.9,1.5E-7,2.0E-6,2.5806712871482635-0.13726819927326422i,2.5806712871482635,7.290402238605079E-11
6.9,1.5E-7,2.0E-6,2.5806713019841547-0.13726825823813316i,2.5806713019841547,7.29038603513049E-11
6.9,1.5E-7,2.0E-6,2.582519510667701-0.13679775415309914i,2.582519510667701,3.768119768313491E-12
6.9,1.5E-7,2.0E-6,2.5846554677802707-0.04863376166243735i,2.5846554677802707,7.706976768937046E-11
6.9,1.5E-7,2.0E-6,2.5850319775217048-0.048982916786233496i,2.5850319775217048,7.602920315755359E-11
6.9,1.5E-7,2.0E-6,2.5922499521568683-0.04601036479139031i,2.5922499521568683,7.613410315138964E-11
6.9,1.5E-7,2.0E-6,2.5922499565519277-0.04601037076928927i,2.5922499565519277,7.613475832021293E-11
6.9,1.5E-7,2.0E-6,2.5966893389351697-0.0443322438407298i,2.5966893389351697,7.600583196280121E-11
6.9,1.5E-7,2.0E-6,2.5966893429664104-0.044332248211870096i,2.5966893429664104,7.600606957637899E-11
6.9,1.5E-7,2.0E-6,2.5981682115741918-0.043773830536614905i,2.5981682115741918,1.1391768547809684E-10
6.9,2.0E-7,2.0E-6,2.335104154131457-0.1440427417612516i,2.335104154131457,7.705053664076624E-11
6.9,2.0E-7,2.0E-6,2.335104335322718-0.14404266916997646i,2.335104335322718,7.705061315838003E-11
6.9,2.0E-7,2.0E-6,2.3470307435914357-0.2067837435358349i,2.3470307435914357,7.317350139073121E-11
6.9,2.0E-7,2.0E-6,2.3470307497768377-0.20678376459968617i,2.3470307497768377,7.317604089145115E-11
6.9,2.0E-7,2.0E-6,2.375988206173325-0.1279460070699887i,2.375988206173325,7.789284444435017E-11
6.9,2.0E-7,2.0E-6,2.3765853937106214-0.12791888942282106i,2.3765853937106214,7.607573492816273E-11
6.9,2.0E-7,2.0E-6,2.3893673741555106-0.1925863798916577i,2.3893673741555106,7.971574447453557E-11
6.9,2.0E-7,2.0E-6,2.3893673955567643-0.19258636752008998i,2.3893673955567643,7.971577127229374E-11
6.9,2.0E-7,2.0E-6,2.413377368072136-0.11368755958157019i,2.413377368072136,7.691342128438211E-11
6.9,2.0E-7,2.0E-6,2.4133774170152895-0.11368754564693963i,2.4133774170152895,7.691335016067405E-11
6.9,2.0E-7,2.0E-6,2.427125998296104-0.18034162064539938i,2.427125998296104,7.263380451913002E-11
6.9,2.0E-7,2.0E-6,2.427251712878629-0.18063814188004176i,2.427251712878629,7.202534785884452E-11
6.9,2.0E-7,2.0E-6,2.446593598668775-0.10106606123514168i,2.446593598668775,8.903916072861478E-11
6.9,2.0E-7,2.0E-6,2.44659360246316-0.10106606148234089i,2.44659360246316,8.903917738065649E-11
6.9,2.0E-7,2.0E-6,2.460622053930309-0.17027207233284747i,2.460622053930309,7.213412273964847E-11
6.9,2.0E-7,2.0E-6,2.460622062313699-0.17027214136902952i,2.460622062313699,7.213402443908737E-11
6.9,2.0E-7,2.0E-6,2.475832281548867-0.0898021578171104i,2.475832281548867,7.76184978556484E-11
6.9,2.0E-7,2.0E-6,2.476461889540691-0.08997814393856779i,2.476461889540691,7.611033309994163E-11
6.9,2.0E-7,2.0E-6,2.4897790482125695-0.161727689289933i,2.4897790482125695,7.187640595763076E-11
6.9,2.0E-7,2.0E-6,2.489779065542053-0.1617277769184743i,2.489779065542053,7.187629845998142E-11
6.9,2.0E-7,2.0E-6,2.5022222779876495-0.08003326057006085i,2.5022222779876495,8.288794858434925E-11
6.9,2.0E-7,2.0E-6,2.502222283001662-0.08003325660450175i,2.502222283001662,8.288746262959763E-11
6.9,2.0E-7,2.0E-6,2.5146256956313784-0.15448335081246933i,2.5146256956313784,7.211490513609083E-11
6.9,2.0E-7,2.0E-6,2.5149083611887386-0.1548640968619557i,2.5149083611887386,7.118986406053931E-11
6.9,2.0E-7,2.0E-6,2.524975627173263-0.07141572394098186i,2.524975627173263,7.77890947853345E-11
6.9,2.0E-7,2.0E-6,2.5249756332692903-0.07141573065308457i,2.5249756332692903,7.778952415870533E-11
6.9,2.0E-7,2.0E-6,2.535693413578693-0.14894960880152944i,2.535693413578693,7.160410012273833E-11
6.9,2.0E-7,2.0E-6,2.5356934574830556-0.14894971460360049i,2.5356934574830556,7.160404376319137E-11
6.9,2.0E-7,2.0E-6,2.544240700561807-0.06381782965300883i,2.544240700561807,7.748847778609255E-11
6.9,2.0E-7,2.0E-6,2.544825541694258-0.06418613944578197i,2.544825541694258,7.607660898137715E-11
6.9,2.0E-7,2.0E-6,2.552660489512747-0.14442318860442152i,2.552660489512747,7.15240897704057E-11
6.9,2.0E-7,2.0E-6,2.552660543894444-0.1444233343188396i,2.552660543894444,7.152400581710104E-11
6.9,2.0E-7,2.0E-6,2.560982968524217-0.05776226879764791i,2.560982968524217,7.643796260018505E-11
6.9,2.0E-7,2.0E-6,2.5609829778338606-0.05776226713199253i,2.5609829778338606,7.643756586203337E-11
6.9,2.0E-7,2.0E-6,2.565590660198716-0.14077649327627395i,2.565590660198716,7.257095977180323E-11
6.9,2.0E-7,2.0E-6,2.5659174358453685-0.14122569215808217i,2.5659174358453685,7.06235739714364E-11
6.9,2.0E-7,2.0E-6,2.57438527649697-0.05267463154458043i,2.57438527649697,7.737258874772694E-11
6.9,2.0E-7,2.0E-6,2.5743852864338135-0.052674628161978154i,2.5743852864338135,7.73721294282211E-11
6.9,2.0E-7,2.0E-6,2.575051033192265-0.1386057743830209i,2.575051033192265,7.23966484398386E-11
6.9,2.0E-7,2.0E-6,2.5750510592272238-0.13860585596815447i,2.5750510592272238,7.239654550381798E-11
6.9,2.0E-7,2.0E-6,2.5806088850684965-0.13718423698834528i,2.5806088850684965,7.269598487381055E-11
6.9,2.0E-7,2.0E-6,2.580608902410348-0.13718429328520798i,2.580608902410348,7.269561049604954E-11
6.9,2.0E-7,2.0E-6,2.582457654858372-0.13671363768704603i,2.582457654858372,4.481740293598212E-12
6.9,2.0E-7,2.0E-6,2.5845192954064737-0.048506129479911536i,2.5845192954064737,7.737362148045451E-11
6.9,2.0E-7,2.0E-6,2.5850333077115226-0.04898052941583234i,2.5850333077115226,7.598906311371103E-11
6.9,2.0E-7,2.0E-6,2.592183346502099-0.04594698559684641i,2.592183346502099,7.803107999719113E-11
6.9,2.0E-7,2.0E-6,2.5921833487914094-0.04594698774023746i,2.5921833487914094,7.803109938393001E-11
6.9,2.0E-7,2.0E-6,2.5966241015768765-0.04426681154530836i,2.5966241015768765,7.595458396916292E-11
6.9,2.0E-7,2.0E-6,2.596624105285722-0.044266814575570454i,2.596624105285722,7.595478489890095E-11
6.9,2.0E-7,2.0E-6,2.5981033795884776-0.04370790738533317i,2.5981033795884776,1.1387613414194567E-10
7,5.0E-8,2.0E-6,2.329042166959619-0.14787865997385147i,2.329042166959619,7.70283084462896E-11
7,5.0E-8,2.0E-6,2.3290440618814334-0.1478778638596313i,2.3290440618814334,7.702886093002652E-11
7,5.0E-8,2.0E-6,2.3407706988038313-0.20997574673291905i,2.3407706988038313,7.274028248457393E-11
7,5.0E-8,2.0E-6,2.340771156791049-0.20997564525370943i,2.340771156791049,7.274085318724578E-11
7,5.0E-8,2.0E-6,2.371185750674923-0.13112475314608374i,2.371185750674923,7.723502177451982E-11
7,5.0E-8,2.0E-6,2.3713228648906193-0.13112481364637074i,2.3713228648906193,7.670739432055091E-11
7,5.0E-8,2.0E-6,2.384225954837436-0.19512303210955387i,2.384225954837436,7.257285317715853E-11
7,5.0E-8,2.0E-6,2.384226201100105-0.19512297169983414i,2.384226201100105,7.257323590921517E-11
7,5.0E-8,2.0E-6,2.4092505045525123-0.11634430958592597i,2.4092505045525123,7.688249764435949E-11
7,5.0E-8,2.0E-6,2.4092512345332615-0.11634400062211318i,2.4092512345332615,7.68828000382352E-11
7,5.0E-8,2.0E-6,2.4230379640216095-0.1824954592193199i,2.4230379640216095,7.21976748057773E-11
7,5.0E-8,2.0E-6,2.423056595770069-0.18246475387410016i,2.423056595770069,7.23357368123875E-11
7,5.0E-8,2.0E-6,2.4432574129969433-0.10327247129739049i,2.4432574129969433,7.684826555779415E-11
7,5.0E-8,2.0E-6,2.4432578440412485-0.1032722918151501i,2.4432578440412485,7.684840565727953E-11
7,5.0E-8,2.0E-6,2.457364394978074-0.17181235439253634i,2.457364394978074,7.337734550552516E-11
7,5.0E-8,2.0E-6,2.457364455552468-0.17181232559628346i,2.457364455552468,7.337750303510513E-11
7,5.0E-8,2.0E-6,2.473416041598421-0.09168860776408236i,2.473416041598421,7.708573479134753E-11
7,5.0E-8,2.0E-6,2.473564610459866-0.09173352872779195i,2.473564610459866,7.667191366309241E-11
7,5.0E-8,2.0E-6,2.4872918039431866-0.1629041408348609i,2.4872918039431866,7.268276047186392E-11
7,5.0E-8,2.0E-6,2.487291852591785-0.16290413296314696i,2.487291852591785,7.268284767459622E-11
7,5.0E-8,2.0E-6,2.500146281735631-0.08152198119735636i,2.500146281735631,7.677385016292459E-11
7,5.0E-8,2.0E-6,2.5001463999028615-0.08152193422031799i,2.5001463999028615,7.677380362158244E-11
7,5.0E-8,2.0E-6,2.5129264340413986-0.15553745561253543i,2.5129264340413986,7.156712711513741E-11
7,5.0E-8,2.0E-6,2.5129514880757515-0.15558207785671885i,2.5129514880757515,7.13888557561138E-11
7,5.0E-8,2.0E-6,2.523394638960239-0.07261852410186508i,2.523394638960239,7.67144935022639E-11
7,5.0E-8,2.0E-6,2.523394680346406-0.07261850506443768i,2.523394680346406,7.671459826934142E-11
7,5.0E-8,2.0E-6,2.5344141107300318-0.1496089871737428i,2.5344141107300318,7.135280019283138E-11
7,5.0E-8,2.0E-6,2.534414138229579-0.14960900461980547i,2.534414138229579,7.135283374955195E-11
7,5.0E-8,2.0E-6,2.5432985662154106-0.06490811879490829i,2.5432985662154106,7.692880619658161E-11
7,5.0E-8,2.0E-6,2.5434384035273414-0.06499764114065971i,2.5434384035273414,7.65525468308647E-11
7,5.0E-8,2.0E-6,2.551821454486652-0.1449119052935263i,2.551821454486652,7.129882861904898E-11
7,5.0E-8,2.0E-6,2.551821484110142-0.14491196233179088i,2.551821484110142,7.129882459243732E-11
7,5.0E-8,2.0E-6,2.560163983039573-0.058499055369779174i,2.560163983039573,7.654701602665345E-11
7,5.0E-8,2.0E-6,2.5601639845913247-0.05849905820766i,2.5601639845913247,7.654694373111055E-11
7,5.0E-8,2.0E-6,2.56523432474139-0.141329281488734i,2.56523432474139,7.102873782515473E-11
7,5.0E-8,2.0E-6,2.565275298716786-0.14139155092593753i,2.565275298716786,7.079305748782035E-11
7,5.0E-8,2.0E-6,2.573845921328313-0.05324124023987365i,2.573845921328313,7.769469519123482E-11
7,5.0E-8,2.0E-6,2.5738459245310423-0.053241240898131655i,2.5738459245310423,7.769453269864993E-11
7,5.0E-8,2.0E-6,2.5747920250741765-0.13887561968193826i,2.5747920250741765,7.147135943722168E-11
7,5.0E-8,2.0E-6,2.574792031479772-0.13887564807495875i,2.574792031479772,7.147132947087463E-11
7,5.0E-8,2.0E-6,2.5804908527230945-0.13740474670484126i,2.5804908527230945,7.15518402273442E-11
7,5.0E-8,2.0E-6,2.5804908584780817-0.13740476919929404i,2.5804908584780817,7.155182478920887E-11
7,5.0E-8,2.0E-6,2.5823865104783335-0.13691773110575764i,2.5823865104783335,2.5806622860078015E-12
7,5.0E-8,2.0E-6,2.584393926288186-0.04911025550685564i,2.584393926288186,7.672390642940534E-11
7,5.0E-8,2.0E-6,2.5845173344405143-0.049226331342250906i,2.5845173344405143,7.633114960389578E-11
7,5.0E-8,2.0E-6,2.5920190573461697-0.04626874022141007i,2.5920190573461697,7.629746845699371E-11
7,5.0E-8,2.0E-6,2.592019059171896-0.04626874240978147i,2.592019059171896,7.629765099666259E-11
7,5.0E-8,2.0E-6,2.5965517866329084-0.04453282736785564i,2.5965517866329084,7.628370670907942E-11
7,5.0E-8,2.0E-6,2.5965517874263226-0.044532828327988445i,2.5965517874263226,7.628384755943773E-11
7,5.0E-8,2.0E-6,2.598061827631396-0.043954951604707i,2.598061827631396,1.1435615907757232E-10
7,1.0E-7,2.0E-6,2.3289495047496125-0.14787048733947977i,2.3289495047496125,7.710219328990104E-11
7,1.0E-7,2.0E-6,2.328949699566998-0.14787040085004644i,2.328949699566998,7.710227799829436E-11
7,1.0E-7,2.0E-6,2.3406757135305014-0.2099442823912787i,2.3406757135305014,7.278150244937188E-11
7,1.0E-7,2.0E-6,2.340675896196606-0.20994421803530225i,2.340675896196606,7.278167734317294E-11
7,1.0E-7,2.0E-6,2.371025383412182-0.13111340521725673i,2.371025383412182,7.753259752478357E-11
7,1.0E-7,2.0E-6,2.3713058209475664-0.13110300410179368i,2.3713058209475664,7.657138799815614E-11
7,1.0E-7,2.0E-6,2.38414316924867-0.1950842061240925i,2.38414316924867,7.258120697367696E-11
7,1.0E-7,2.0E-6,2.3841433036738278-0.19508417925600152i,2.3841433036738278,7.258136616164984E-11
7,1.0E-7,2.0E-6,2.4091662903314397-0.11632016311446629i,2.4091662903314397,7.692648824295086E-11
7,1.0E-7,2.0E-6,2.40916641476257-0.11632010875219939i,2.40916641476257,7.692655932417543E-11
7,1.0E-7,2.0E-6,2.4229726893044354-0.1824817431947801i,2.4229726893044354,7.217393771111836E-11
7,1.0E-7,2.0E-6,2.422977681128111-0.182390537795012i,2.422977681128111,7.243926474892544E-11
7,1.0E-7,2.0E-6,2.4431765148377482-0.10324180177500641i,2.4431765148377482,7.688360768488115E-11
7,1.0E-7,2.0E-6,2.4431766275534668-0.1032417531768187i,2.4431766275534668,7.688382633433249E-11
7,1.0E-7,2.0E-6,2.4573016536286554-0.17176515552262664i,2.4573016536286554,7.236097295965416E-11
7,1.0E-7,2.0E-6,2.4573016626216213-0.17176513031155882i,2.4573016626216213,7.236102416129434E-11
7,1.0E-7,2.0E-6,2.4732633613295767-0.0916326142360562i,2.4732633613295767,7.73373981306938E-11
7,1.0E-7,2.0E-6,2.4735623255133237-0.09171706062893076i,2.4735623255133237,7.656811154343361E-11
7,1.0E-7,2.0E-6,2.487236809325973-0.1628551343368414i,2.487236809325973,7.411876757190994E-11
7,1.0E-7,2.0E-6,2.4872368292818146-0.1628551630751483i,2.4872368292818146,7.411875614770002E-11
7,1.0E-7,2.0E-6,2.500072205671331-0.08148053167251611i,2.500072205671331,7.683874279527485E-11
7,1.0E-7,2.0E-6,2.5000722181432495-0.08148052457347545i,2.5000722181432495,7.683860312166256E-11
7,1.0E-7,2.0E-6,2.5128500104035854-0.15544868392903063i,2.5128500104035854,7.171257743501375E-11
7,1.0E-7,2.0E-6,2.5129302523070085-0.15557129883453072i,2.5129302523070085,7.134485015191967E-11
7,1.0E-7,2.0E-6,2.52332346560683-0.07257188987280296i,2.52332346560683,7.678317597110501E-11
7,1.0E-7,2.0E-6,2.5233234877063833-0.07257188705806217i,2.5233234877063833,7.678327992738318E-11
7,1.0E-7,2.0E-6,2.534370129841042-0.14955895996578708i,2.534370129841042,7.132958375526289E-11
7,1.0E-7,2.0E-6,2.5343701683856605-0.14955905336348232i,2.5343701683856605,7.132953094906662E-11
7,1.0E-7,2.0E-6,2.5431599501648527-0.06481426903889657i,2.5431599501648527,7.719015348071862E-11
7,1.0E-7,2.0E-6,2.543440651670261-0.0649906956899943i,2.543440651670261,7.648446223245556E-11
7,1.0E-7,2.0E-6,2.5517812913782634-0.14486180801085805i,2.5517812913782634,7.117121984553112E-11
7,1.0E-7,2.0E-6,2.5517813148945834-0.14486186849024407i,2.5517813148945834,7.117120117002868E-11
7,1.0E-7,2.0E-6,2.5600986617743042-0.05844547509494898i,2.5600986617743042,7.684692922332683E-11
7,1.0E-7,2.0E-6,2.560098679376709-0.05844547059263361i,2.560098679376709,7.6846678933955E-11
7,1.0E-7,2.0E-6,2.5651631320449098-0.1412329010028629i,2.5651631320449098,7.13674162146261E-11
7,1.0E-7,2.0E-6,2.5652711696791446-0.1413885924651722i,2.5652711696791446,7.074808902837444E-11
7,1.0E-7,2.0E-6,2.5737832209965337-0.053184039815545356i,2.5737832209965337,7.644556805850078E-11
7,1.0E-7,2.0E-6,2.5737832321373886-0.0531840374032398i,2.5737832321373886,7.644545033906186E-11
7,1.0E-7,2.0E-6,2.5747559962912194-0.1388263920589565i,2.5747559962912194,7.119341239618209E-11
7,1.0E-7,2.0E-6,2.5747560088404797-0.13882642777636828i,2.5747560088404797,7.119341974788936E-11
7,1.0E-7,2.0E-6,2.580455957576122-0.13735551522142883i,2.580455957576122,7.205525100629805E-11
7,1.0E-7,2.0E-6,2.580455974527593-0.13735556907894653i,2.580455974527593,7.205527959802932E-11
7,1.0E-7,2.0E-6,2.5823519808826774-0.13686853905648333i,2.5823519808826774,3.1789057441559918E-12
7,1.0E-7,2.0E-6,2.584271071248656-0.04899494476474336i,2.584271071248656,7.701926082997585E-11
7,1.0E-7,2.0E-6,2.5845182866694785-0.049224889794722476i,2.5845182866694785,7.630416031659199E-11
7,1.0E-7,2.0E-6,2.591959333271-0.04620990322652583i,2.591959333271,7.708693551766394E-11
7,1.0E-7,2.0E-6,2.5919593344938567-0.04620990381979786i,2.5919593344938567,7.708690703226606E-11
7,1.0E-7,2.0E-6,2.596493162668743-0.04447261158283783i,2.596493162668743,7.622855038292348E-11
7,1.0E-7,2.0E-6,2.5964931645385683-0.04447261388306599i,2.5964931645385683,7.622871716026279E-11
7,1.0E-7,2.0E-6,2.598003555053697-0.0438943512225064i,2.598003555053697,1.143208109904043E-10
7,1.5E-7,2.0E-6,2.3288370089334105-0.14786110338255676i,2.3288370089334105,7.717952696982078E-11
7,1.5E-7,2.0E-6,2.328838975774406-0.14786027616784844i,2.328838975774406,7.718016372522869E-11
7,1.5E-7,2.0E-6,2.340561709465618-0.20990232035148773i,2.340561709465618,7.293527930530121E-11
7,1.5E-7,2.0E-6,2.3405621857747185-0.20990220325587605i,2.3405621857747185,7.293590520754006E-11
7,1.5E-7,2.0E-6,2.370848686935769-0.13109988482617052i,2.370848686935769,7.783054001883767E-11
7,1.5E-7,2.0E-6,2.3712774995182517-0.1310760555111072i,2.3712774995182517,7.642218216688187E-11
7,1.5E-7,2.0E-6,2.3840428848990816-0.19503369658644762i,2.3840428848990816,7.267625403497695E-11
7,1.5E-7,2.0E-6,2.3840431371876925-0.1950336322410412i,2.3840431371876925,7.26766578640497E-11
7,1.5E-7,2.0E-6,2.4090708733459034-0.11629163131050091i,2.4090708733459034,7.697304426131904E-11
7,1.5E-7,2.0E-6,2.4090716187734835-0.11629131819965204i,2.4090716187734835,7.69732463637512E-11
7,1.5E-7,2.0E-6,2.4228677990783885-0.1822899264466199i,2.4228677990783885,7.258373145328815E-11
7,1.5E-7,2.0E-6,2.4229053169976553-0.18246864657533782i,2.4229053169976553,7.216542483625807E-11
7,1.5E-7,2.0E-6,2.4430869279763217-0.10320618183210253i,2.4430869279763217,7.692122118149303E-11
7,1.5E-7,2.0E-6,2.443087372435356-0.10320599916943538i,2.443087372435356,7.692158345552714E-11
7,1.5E-7,2.0E-6,2.457223077711753-0.17170407461577913i,2.457223077711753,7.216524267602234E-11
7,1.5E-7,2.0E-6,2.457223140136986-0.17170402811641894i,2.457223140136986,7.216541422878062E-11
7,1.5E-7,2.0E-6,2.4730997978692364-0.09157214940743143i,2.4730997978692364,7.759019762205223E-11
7,1.5E-7,2.0E-6,2.4735582136326717-0.09169522154517046i,2.4735582136326717,7.644754435756386E-11
7,1.5E-7,2.0E-6,2.4871667118150804-0.16279134429327075i,2.4871667118150804,8.567972588358767E-11
7,1.5E-7,2.0E-6,2.487166715122719-0.16279129637850573i,2.487166715122719,8.56798126227716E-11
7,1.5E-7,2.0E-6,2.4999931387066874-0.08143450404741284i,2.4999931387066874,7.681970689852928E-11
7,1.5E-7,2.0E-6,2.499993262037328-0.08143445331836355i,2.499993262037328,7.681958616229707E-11
7,1.5E-7,2.0E-6,2.5127444892019826-0.15532844791576744i,2.5127444892019826,7.192846065005089E-11
7,1.5E-7,2.0E-6,2.5129088458668067-0.15556110909454618i,2.5129088458668067,7.13155976969867E-11
7,1.5E-7,2.0E-6,2.523248181410995-0.07252068483579929i,2.523248181410995,7.696698360966167E-11
7,1.5E-7,2.0E-6,2.5232482275212527-0.07252066032619632i,2.5232482275212527,7.696672652695373E-11
7,1.5E-7,2.0E-6,2.534311950207822-0.14949304268999572i,2.534311950207822,7.150840667316971E-11
7,1.5E-7,2.0E-6,2.5343120182957035-0.14949318666801384i,2.5343120182957035,7.150835289090604E-11
7,1.5E-7,2.0E-6,2.5430141352257345-0.06471497884386354i,2.5430141352257345,7.745655427286541E-11
7,1.5E-7,2.0E-6,2.5434431654930716-0.06498138289503247i,2.5434431654930716,7.640077591947462E-11
7,1.5E-7,2.0E-6,2.5517275490030022-0.14479503143165437i,2.5517275490030022,7.139064694585853E-11
7,1.5E-7,2.0E-6,2.551727600038478-0.14479515377713634i,2.551727600038478,7.139060542885991E-11
7,1.5E-7,2.0E-6,2.5600303249898584-0.05838857516634477i,2.5600303249898584,8.153595763522577E-11
7,1.5E-7,2.0E-6,2.5600303287236845-0.0583885786757517i,2.5600303287236845,8.153669005314504E-11
7,1.5E-7,2.0E-6,2.5650648587013567-0.14110305576140866i,2.5650648587013567,7.190640310219369E-11
7,1.5E-7,2.0E-6,2.5652670964228435-0.1413861222787887i,2.5652670964228435,7.071687469476524E-11
7,1.5E-7,2.0E-6,2.573717791815402-0.053123198602890165i,2.573717791815402,7.685319634746577E-11
7,1.5E-7,2.0E-6,2.573717793581352-0.05312320458810549i,2.573717793581352,7.685383107906983E-11
7,1.5E-7,2.0E-6,2.5747063992459687-0.13876092844819804i,2.5747063992459687,7.177624746533873E-11
7,1.5E-7,2.0E-6,2.5747064323196933-0.13876104096926953i,2.5747064323196933,7.177616285179639E-11
7,1.5E-7,2.0E-6,2.5804078092378666-0.1372897558936796i,2.5804078092378666,7.30029681965898E-11
7,1.5E-7,2.0E-6,2.58040782303267-0.13728981157123898i,2.58040782303267,7.300281333194981E-11
7,1.5E-7,2.0E-6,2.5823042711216058-0.13680272503857702i,2.5823042711216058,3.84042657885826E-12
7,1.5E-7,2.0E-6,2.5841423082036177-0.048874771454080645i,2.5841423082036177,7.731599670534088E-11
7,1.5E-7,2.0E-6,2.5845194501237576-0.049222922689059076i,2.5845194501237576,7.626997487269608E-11
7,1.5E-7,2.0E-6,2.5918965953901014-0.04614929022303977i,2.5918965953901014,7.638179391795667E-11
7,1.5E-7,2.0E-6,2.591896599529136-0.04614929589902657i,2.591896599529136,7.638243327561224E-11
7,1.5E-7,2.0E-6,2.5964316546448285-0.04441032571099161i,2.5964316546448285,7.625499635210128E-11
7,1.5E-7,2.0E-6,2.5964316585287706-0.04441032991252432i,2.5964316585287706,7.625522719769072E-11
7,1.5E-7,2.0E-6,2.5979424261414956-0.04383163482125141i,2.5979424261414956,1.1428310729021064E-10
7,2.0E-7,2.0E-6,2.328716440149819-0.14784404396744985i,2.328716440149819,7.728308307684443E-11
7,2.0E-7,2.0E-6,2.3287166258474743-0.14784396832240052i,2.3287166258474743,7.728316012908005E-11
7,2.0E-7,2.0E-6,2.3404293070761946-0.2098450217752712i,2.3404293070761946,7.326314796061317E-11
7,2.0E-7,2.0E-6,2.3404293149395436-0.20984504400990753i,2.3404293149395436,7.326305561625285E-11
7,2.0E-7,2.0E-6,2.370657585741068-0.13108083715282248i,2.370657585741068,7.814196728658664E-11
7,2.0E-7,2.0E-6,2.3712460992920503-0.1310403945565909i,2.3712460992920503,7.62634834204719E-11
7,2.0E-7,2.0E-6,2.3839246367296534-0.1949675976191173i,2.3839246367296534,7.86227279742158E-11
7,2.0E-7,2.0E-6,2.383924659304653-0.1949675848685646i,2.383924659304653,7.8622754884444E-11
